melhor_rota;melhor_itens;melhor_lucro;lucro_total;tempo_viagem;aluguel_total;valor_itens;peso_total;status;arquivo_instancia;num_iteracoes;duracao_tabu;tempo_total
[0, 21, 7, 25, 30, 27, 2, 35, 34, 19, 1, 28, 20, 15, 49, 33, 29, 8, 48, 9, 38, 32, 44, 14, 43, 41, 18, 39, 40, 12, 24, 13, 23, 42, 6, 22, 47, 5, 26, 50, 45, 11, 46, 17, 3, 16, 36, 4, 37, 10, 31];[(31, 1378, 1178), (10, 1868, 1468), (4, 202, 2), (3, 404, 4), (1, 101, 1), (2, 202, 2), (36, 1275, 975), (50, 294, 94), (19, 444, 244), (49, 147, 47)];3976.048909486885;3976.048909486885;526.7907861516024;2338.951090513115;6315;4015;Success;Instancias\eil51_n50_bounded-strongly-corr_01__.ttp;100;60;7.919253000058234
